DatGeracaoConjuntoDados;CodEmpreendimento;CodCEG;NomEmpreendimento;NumCoordNEmpreendimento;NumCoordEEmpreendimento;IdeStatusHist;IdeUFHist;NumProcesso;NomEmpreendimentoHist;MdaPotencia;DscCursoDagua;DscValorAtoAtivacao;DatAtoAtivacao;DatValidadeAtoOriginal;DscEmpreendedores1;DscEmpreendedores2;DscEmpreendedoresN;DscNumeroAtoProrrogado;DatValidadeProrrogada;DatPublicacaoProrrogada;IdSubBacia;DscSubBacia;DatCargaHistorico;IdeUF;SigUF;NomUF;IdcStatus;DscStatus
2026-07-01;040782;UHE.PH.SC.040782-8;Porto Ferreira;-26,94;-52,92;14;48;48500.005978/2010-33;Porto Ferreira;40,000;Chapecó;1.904;01/07/2020;2028-07-01 00:00:00;Minas PCH S.A - 07859905000116;CPFL Energias Renováveis S.A. (Antiga ERSA) - 08439659000150; -;;;;73;Uruguai, Chapeco,Passo Fundo e outros;2026-06-30 09:43:52.357000000;48;SC;Santa Catarina;14;DRS-UHE
2026-07-01;040808;PCH.PH.RS.040808-5;Linha Pinhal;-29,37;-52,75;13;46;48500.004575/2011-58;Linha Pinhal;5,200;Pardo;2316;15/10/2018;2026-12-31 00:00:00;Três Fronteiras Geração de Energia Ltda. - 13995513000121; -; -;;;;85;Alto Jacui;2026-06-30 09:43:52.357000000;46;RS;Rio Grande do Sul;13;DRS-PCH
2026-07-01;040810;PCH.PH.GO.040810-7;Foz do Paraíso;-16,60;-52,26;13;18;48500.006823/2009-81;Foz do Paraíso;29,500;do Peixe;301;02/02/2017;2026-12-31 00:00:00;RZK Empreendimentos Imobiliários Ltda - 56319718000108; -; -;;;;24;Alto Araguaia e rio Claro;2026-06-30 09:43:52.357000000;18;GO;Goiás;13;DRS-PCH
2026-07-01;040817;PCH.PH.MG.040817-4;Gamela;-18,08;-47,28;13;26;48500.006185/2007-36;Gamela;25,000;Paranaíba;3131;26/12/2018;2026-12-31 00:00:00;Minas PCH S.A. - 07895905000116; -; -;;;;60;Paranaiba;2026-06-30 09:43:52.357000000;26;MG;Minas Gerais;13;DRS-PCH
2026-07-01;040820;PCH.PH.MG.040820-4;Bonfim de Baixo;-20,19;-42,35;13;26;48500.001391/2018-11;Bonfim de Baixo;8,505;Matipó;2.632;27/09/2019;2027-09-27 00:00:00;Liberum Energia Participações Ltda - 22899073000108; -; -;;;;56;Doce;2026-06-30 09:43:52.357000000;26;MG;Minas Gerais;13;DRS-PCH
2026-07-01;040822;UHE.PH.GO.040822-0;Laguna;-14,68;-48,82;15;18;48500.001881/2001-90;Laguna;36,000;Rio Maranhão;412;18/05/2004;; -; -; -;;;;20;Alto Tocantins e rio Preto;2026-06-30 09:43:52.357000000;18;GO;Goiás;15;Eixo Disponível
2026-07-01;040823;UHE.PH.SC.040823-9;Águas do Chapecó;-27,06;-52,98;14;48;48500.005879/2010-51;Águas do Chapecó;41,000;Chapecó;3.092;26/12/2018;2026-12-31 00:00:00;CPFL Energias Renováveis S.A. - 08439659000150;Minas PCH S.A - 07895905000116; -;;;;73;Uruguai, Chapeco,Passo Fundo e outros;2026-06-30 09:43:52.357000000;48;SC;Santa Catarina;14;DRS-UHE
2026-07-01;040828;PCH.PH.RJ.040828-0;Alberto Furtado;-22,08;-43,76;15;27;48500.004670/2015-85;Alberto Furtado;5,370;Preto;2679;23/11/2018;; -; -; -;;;;58;Paraiba do Sul;2026-06-30 09:43:52.357000000;27;MG/RJ;Minas Gerais / Rio de Janeiro;15;Eixo Disponível
2026-07-01;040829;PCH.PH.MG.040829-8;Bela Vista;-22,25;-44,31;13;26;48500.004774/2022-19;Bela Vista;9,600;Preto;3.534;25/09/2023;2031-09-25 00:00:00;Múltipla Participações Ltda. - 11649715000196; -; -;;;;58;Paraiba do Sul;2026-06-30 09:43:52.357000000;26;MG;Minas Gerais;13;DRS-PCH
2026-07-01;040830;PCH.PH.RJ.040830-1;Cachoeira do Barbosa;-22,15;-44,03;15;27;48500.004670/2015-85;Cachoeira do Barbosa;7,412;Preto;2679;23/11/2018;; -; -; -;;;;58;Paraiba do Sul;2026-06-30 09:43:52.357000000;27;MG/RJ;Minas Gerais / Rio de Janeiro;15;Eixo Disponível
2026-07-01;040831;PCH.PH.MG.040831-0;Cachoeira do Ronco;-22,18;-44,10;15;27;48500.004670/2015-85;Cachoeira do Ronco;6,630;Preto;2679;23/11/2018;; -; -; -;;;;58;Paraiba do Sul;2026-06-30 09:43:52.357000000;27;MG/RJ;Minas Gerais / Rio de Janeiro;15;Eixo Disponível
2026-07-01;040832;PCH.PH.RJ.040832-8;Córrego Santa Maria;-22,22;-44,14;13;41;48500.004777/2022-52;Córrego Santa Maria;5,400;Preto;4.467;24/11/2023;2031-11-24 00:00:00;Múltipla Participações Ltda - 11649715000196; -; -;;;;58;Paraiba do Sul;2026-06-30 09:43:52.357000000;41;RJ;Rio de Janeiro;13;DRS-PCH
2026-07-01;040833;PCH.PH.RJ.040833-6;Falcão;-22,26;-44,25;13;41;48500.004775/2022-63;Falcão;6,700;Preto;4.396;17/11/2023;2031-11-17 00:00:00;Múltipla Participações Ltda - 11649715000196; -; -;;;;58;Paraiba do Sul;2026-06-30 09:43:52.357000000;41;RJ;Rio de Janeiro;13;DRS-PCH
2026-07-01;040834;PCH.PH.RJ.040834-4;Ponte do Souza;-22,26;-44,41;15;27;48500.004670/2015-85;Ponte do Souza;5,280;Preto;2679;23/11/2018;; -; -; -;;;;58;Paraiba do Sul;2026-06-30 09:43:52.357000000;27;MG/RJ;Minas Gerais / Rio de Janeiro;15;Eixo Disponível
2026-07-01;040835;PCH.PH.RJ.040835-2;Porto dos Índios;-22,08;-43,68;15;27;48500.004670/2015-85;Porto dos Índios;8,650;Preto;2679;23/11/2018;; -; -; -;;;;58;Paraiba do Sul;2026-06-30 09:43:52.357000000;27;MG/RJ;Minas Gerais / Rio de Janeiro;15;Eixo Disponível
2026-07-01;040836;PCH.PH.RJ.040836-0;Ribeirão da Onça;-22,25;-44,21;13;41;48500.004778/2022-05;Ribeirão da Onça;5,200;Preto;4.631;01/12/2023;2031-12-01 00:00:00;Múltipla Participações Ltda - 11649715000196; -; -;;;;58;Paraiba do Sul;2026-06-30 09:43:52.357000000;41;RJ;Rio de Janeiro;13;DRS-PCH
2026-07-01;040838;UHE.PH.MG.040838-7;Aldeia Velha;-22,25;-44,35;15;26;48500.004670/2015-85;Aldeia Velha;32,506;Preto;2.679;27/11/2018;; -; -; -;;;;58;Paraiba do Sul;2026-06-30 09:43:52.357000000;26;MG;Minas Gerais;15;Eixo Disponível
2026-07-01;040844;PCH.PH.SP.040844-1;Pico do Gavião Alto;-22,81;-44,59;15;50;48500.004740/2015-03;Pico do Gavião Alto;9,000;Mambucaba;2.678;23/11/2018;; -; -; -;;;;59;Litoraneas do Rio de Janeiro;2026-06-30 09:43:52.357000000;50;SP;São Paulo;15;Eixo Disponível
2026-07-01;040845;UHE.PH.RJ.040845-0;Mambucaba;-22,86;-44,60;15;41;48500.004740/2015-03;Mambucaba;44,955;Mambucaba;2.678;23/11/2018;; -; -; -;;;;58;Paraiba do Sul;2026-06-30 09:43:52.357000000;41;RJ;Rio de Janeiro;15;Eixo Disponível
2026-07-01;040853;PCH.PH.GO.040853-0;Formoso;-18,41;-52,52;13;18;48500.006511/2018-68;Formoso;9,800;Formoso;2.232;31/07/2020;2028-07-31 00:00:00;Formoso Energia Ltda. - 32770161000150; -; -;;;;60;Paranaiba;2026-06-30 09:43:52.357000000;18;GO;Goiás;13;DRS-PCH
2026-07-01;041915;PCH.PH.PR.041915-0;São Jorge;-25,75;-52,92;13;39;48500.000679/2019-41;São Jorge;24,000;Chopim;1.533;13/06/2019;2027-06-13 00:00:00;Hidrelétrica B Montante Ltda - 60661099000102; -; -;;;;65;Parana, Iguacu;2026-06-30 09:43:52.357000000;39;PR;Paraná;13;DRS-PCH
2026-07-01;041916;PCH.PH.PR.041916-8;Verê;-25,78;-52,96;13;39;48500.000678/2019-04;Verê;30,000;Chopim;1.532;13/06/2019;2027-06-13 00:00:00;Hidrelétrica B Jusante Ltda - 60599921000144; -; -;;;;65;Parana, Iguacu;2026-06-30 09:43:52.357000000;39;PR;Paraná;13;DRS-PCH
2026-07-01;041917;UHE.PH.PR.041917-6;Dois Vizinhos;-25,68;-53,02;14;39;48500.000681/2019-10;Dois Vizinhos;36,700;Chopim;3.060;27/10/2020;2028-10-27 00:00:00;Hidrelétrica Santa Lucia Ltda - 61003033000180; -; -;;;;65;Parana, Iguacu;2026-06-30 09:43:52.357000000;39;PR;Paraná;14;DRS-UHE
2026-07-01;041918;PCH.PH.PR.041918-4;Paranhos Montante;-25,66;-53,04;13;39;48500.000680/2019-75;Paranhos Montante;21,000;Chopim;158;21/01/2022;2030-01-21 00:00:00;Paranhos Montante Ltda - 40098938000184; -; -;;;;65;Parana, Iguacu;2026-06-30 09:43:52.357000000;39;PR;Paraná;13;DRS-PCH
2026-07-01;041923;PCH.PH.MG.041923-0;Palmeira;-18,37;-45,72;15;26;48500.002931/1999-13;Palmeira;21,600;Rio Abaeté;340;10/06/2003;; -; -; -;;;;41;Das Velhas - Sao Francisco;2026-06-30 09:43:52.357000000;26;MG;Minas Gerais;15;Eixo Disponível
2026-07-01;043186;PCH.PH.GO.043186-9;Ponte de Pedra 01;-17,17;-50,85;13;18;48500.002004/2006-22;Ponte de Pedra 01;22,000;Ponte de Pedra;445;18/02/2019;2027-02-18 00:00:00;RV Energia Ltda. - 12150711000121; -; -;;;;60;Paranaiba;2026-06-30 09:43:52.357000000;18;GO;Goiás;13;DRS-PCH
2026-07-01;043216;PCH.PH.SC.043216-4;Salto do Soque;-27,09;-51,25;13;48;48500.001743/2004-07;Salto do Soque;19,000;do Peixe;3.487;06/12/2022;2030-12-06 00:00:00;Rio Tainhas Geração de Energia Ltda - 09443926000126; -; -;;;;72;Uruguai, Inhanduva, Peixe e outros;2026-06-30 09:43:52.357000000;48;SC;Santa Catarina;13;DRS-PCH
2026-07-01;044297;PCH.PH.MS.044297-6;Água Clara;-20,36;-52,99;13;30;48500.003874/2001-03;Água Clara;25,000;Rio Verde;937;04/04/2019;2027-04-04 00:00:00;Minas PCH S.A. - 07895905000116; -; -;;;;63;Parana, Verde , Peixe, e outros;2026-06-30 09:43:52.357000000;30;MS;Mato Grosso do Sul;13;DRS-PCH
2026-07-01;044577;PCH.PH.MT.044577-0;Dália;-17,55;-53,57;13;32;48500.001272/2011-83;Dália;10,500;Ariranha;1.170;03/05/2019;2027-05-03 00:00:00;Tulipa Energia Participações S.A - 13589934000152; -; -;;;;66;Alto Paraguai;2026-06-30 09:43:52.357000000;32;MT;Mato Grosso;13;DRS-PCH
2026-07-01;044742;PCH.PH.SC.044742-0;Guatambú;-28,50;-50,16;13;48;48500.001404/2012-58;Guatambú;30,000;Pelotas;1389;22/05/2019;2027-05-22 00:00:00;São Joaquim Energética S.A - 11408247000168; -; -;;;;70;Pelotas;2026-06-30 09:43:52.357000000;48;SC;Santa Catarina;13;DRS-PCH
2026-07-01;044743;PCH.PH.SC.044743-9;Abelha Mirim;-27,20;-50,12;13;48;48500.003093/2019-38;Abelha Mirim;7,700;Taió;2.986;22/10/2020;2028-10-22 00:00:00;Heidrich Industrial Mercantil e Agrícola S.A - HIMASA - 85779049000147; -; -;;;;83;Itajai;2026-06-30 09:43:52.357000000;48;SC;Santa Catarina;13;DRS-PCH
2026-07-01;044744;PCH.PH.MT.044744-7;Lírio;-17,63;-53,60;13;32;48500.001299/2011-76;Lírio;14,000;Ariranha;1.363;12/06/2019;2027-06-12 00:00:00;Tulipa Energia Participações S.A - 13589934000152; -; -;;;;66;Alto Paraguai;2026-06-30 09:43:52.357000000;32;MT;Mato Grosso;13;DRS-PCH
2026-07-01;044759;UHE.PH.PR.044759-5;Salto Grande;-26,01;-52,72;14;39;48500.005427/2012-31;Salto Grande;49,001;Chopim;3.271;23/11/2020;2028-11-23 00:00:00;Copel Geração e Transmissão S.A. - 04370282000170; -; -;;;;65;Parana, Iguacu;2026-06-30 09:43:52.357000000;39;PR;Paraná;14;DRS-UHE
2026-07-01;044773;PCH.PH.MS.044773-0;Barreiro;-21,58;-53,01;15;30;48500.004029/2020-16;Barreiro;24,100;Pardo;1.584;14/06/2019;; -; -; -;;;;63;Parana, Verde , Peixe, e outros;2026-06-30 09:43:52.357000000;30;MS;Mato Grosso do Sul;15;Eixo Disponível
2026-07-01;044774;PCH.PH.MS.044774-9;São Sebastião;-21,07;-53,19;15;30;48500.004026/2020-74;São Sebastião;23,900;Pardo;1.584;14/06/2019;; -; -; -;;;;63;Parana, Verde , Peixe, e outros;2026-06-30 09:43:52.357000000;30;MS;Mato Grosso do Sul;15;Eixo Disponível
2026-07-01;044775;PCH.PH.MS.044775-7;Cachoeira Branca;-20,86;-53,43;13;30;48500.004665/2019-04;Cachoeira Branca;18,000;Pardo;	1.582;08/06/2021;2029-06-08 00:00:00;Innergy Ltda - 49845698000135; -; -;;;;63;Parana, Verde , Peixe, e outros;2026-06-30 09:43:52.357000000;30;MS;Mato Grosso do Sul;13;DRS-PCH
2026-07-01;044776;PCH.PH.MS.044776-5;Botas;-20,39;-53,71;13;30;48500.004015/2019-51;Botas;15,200;Pardo;227;08/02/2021;2029-02-08 00:00:00;Innergy Ltda - 49845698000135; -; -;;;;63;Parana, Verde , Peixe, e outros;2026-06-30 09:43:52.357000000;30;MS;Mato Grosso do Sul;13;DRS-PCH
2026-07-01;044777;PCH.PH.MS.044777-3;Recreio Jusante;-20,20;-53,80;13;30;48500.004109/2019-20;Recreio Jusante;13,000;Pardo;3.583;21/12/2020;2028-12-21 00:00:00;Innergy Ltda - 49845698000135; -; -;;;;63;Parana, Verde , Peixe, e outros;2026-06-30 09:43:52.357000000;30;MS;Mato Grosso do Sul;13;DRS-PCH
2026-07-01;044778;PCH.PH.MS.044778-1;Ribas;-20,42;-53,78;13;30;48500.004028/2020-63;Ribas;11,571;Ribeirão das Botas;87;14/01/2022;2030-01-14 00:00:00;Cinetix Participações Societárias Ltda - 37078269000109;Enebras Projetos de Usinas Hidrelétricas Ltda - 06329975000144; -;;;;63;Parana, Verde , Peixe, e outros;2026-06-30 09:43:52.357000000;30;MS;Mato Grosso do Sul;13;DRS-PCH
2026-07-01;044779;PCH.PH.MS.044779-0;Do Cervo;-20,37;-53,84;13;30;48500.004039/2019-18;Do Cervo;13,000;Ribeirão das Botas;1.583;08/06/2021;2029-06-08 00:00:00;Innergy Ltda - 49845698000135; -; -;;;;63;Parana, Verde , Peixe, e outros;2026-06-30 09:43:52.357000000;30;MS;Mato Grosso do Sul;13;DRS-PCH
2026-07-01;044785;PCH.PH.MT.044785-4;Violeta;-17,69;-53,57;13;32;48500.001301/2011-15;Violeta;15,000;Ariranha;1.748;27/06/2019;2027-06-27 00:00:00;Tulipa Energia Participações S.A - 13589934000152; -; -;;;;66;Alto Paraguai;2026-06-30 09:43:52.357000000;32;MT;Mato Grosso;13;DRS-PCH
2026-07-01;044842;PCH.PH.RS.044842-7;Cabrito;-27,89;-53,04;3;46;48500.004758/2003-00;Cabrito;12,000;da Várzea;1921;23/11/2005;;Central Hidrelétrica Cabrito Ltda. -; -; -;;;;0;Não Selecionado;2026-06-30 09:43:52.357000000;46;RS;Rio Grande do Sul;3;Aceito
2026-07-01;044843;PCH.PH.MG.044843-5;Fazenda Olaria;-16,58;-42,86;15;26;48500.004383/2004-41;Fazenda Olaria;5,950;Itacambiruçu;1.154;30/04/2020;; -; -; -;;;;54;Jequitinhonha;2026-06-30 09:43:52.357000000;26;MG;Minas Gerais;15;Eixo Disponível
2026-07-01;044844;PCH.PH.MG.044844-3;Jatobá;-16,53;-45,91;11;26;48500.007572/2026-52;Jatobá;9,800;Ribeirão Santa Cruz;1.614;11/05/2026;2027-07-11 00:00:00;NB Energy Participações Ltda - 57202090000110; -; -;;;;43;Urucuia - Sao Francisco;2026-06-30 09:43:52.357000000;26;MG;Minas Gerais;11;DRI-PCH
2026-07-01;044846;PCH.PH.MT.044846-0;Orquídea;-17,76;-53,61;13;32;48500.001302/2011-51;Orquídea;16,500;Ariranha;1927;11/07/2019;2027-07-11 00:00:00;Tulipa Energia Participações S.A - 13589934000152; -; -;;;;66;Alto Paraguai;2026-06-30 09:43:52.357000000;32;MT;Mato Grosso;13;DRS-PCH
2026-07-01;044847;PCH.PH.GO.044847-8;Piquete;-15,33;-47,96;3;18;48500.005976/2002-27;Piquete;12,000;Maranhão;2.726;27/01/2014;;Viva Ambiental e Serviços Ltda. - 26840313000141; -; -;;;;20;Alto Tocantins e rio Preto;2026-06-30 09:43:52.357000000;18;GO;Goiás;3;Aceito
2026-07-01;044848;PCH.PH.MG.044848-6;Porcos;-19,15;-43,34;15;26;48500.008694/2008-84;Porcos;5,500;Santo Antônio;480;20/07/2001;; -; -; -;;;;56;Doce;2026-06-30 09:43:52.357000000;26;MG;Minas Gerais;15;Eixo Disponível
2026-07-01;044855;UHE.PH.TO.044855-9;Paranã;-12,67;-47,81;15;51;48500.002071/2007-09;Paranã;90,000;Paranã;3.702;24/12/2024;; -; -; -;;;;21;Tocantins, entre os rios Preto e Parana;2026-06-30 09:43:52.357000000;51;TO;Tocantins;15;Eixo Disponível
2026-07-01;044856;UHE.PH.MT.044856-7;Foz do Apiacás;-9,21;-57,09;15;32;48500.004786/2006-80;Foz do Apiacás;275,000;Apiacás;3.702;24/12/2024;; -; -; -;;;;17;Tapajos;2026-06-30 09:43:52.357000000;32;MT;Mato Grosso;15;Eixo Disponível
2026-07-01;044870;PCH.PH.MT.044870-2;A2E13;,00;,00;15;32;48500.001111/2011-90;A2E13;10,650;Buriti;4.737;09/12/2014;; -; -; -;;;;17;Tapajos;2026-06-30 09:43:52.357000000;32;MT;Mato Grosso;15;Eixo Disponível
2026-07-01;044875;PCH.PH.RS.044875-3;Jaquirana;-28,86;-50,32;13;46;48500.006038/2019-08;Jaquirana;6,250;Rio Camisas;204;24/01/2022;2030-01-24 00:00:00;CEG – Companhia Energética Gaúcha - 11208465000159; -; -;;;;86;Taquari;2026-06-30 09:43:52.357000000;46;RS;Rio Grande do Sul;13;DRS-PCH
2026-07-01;044876;PCH.PH.RS.044876-1;Garrafa;-28,94;-50,28;13;46;48500.005782/2019-87;Garrafa;7,501;Rio Camisas;1.479;27/05/2021;2029-05-27 00:00:00;Jatir Turmina - 36553085072; -; -;;;;86;Taquari;2026-06-30 09:43:52.357000000;46;RS;Rio Grande do Sul;13;DRS-PCH
2026-07-01;044879;PCH.PH.MT.044879-6;Primavera;-17,84;-53,66;13;32;48500.001250/2011-13;Primavera;16,000;Ariranha;1.978;18/07/2019;2027-07-18 00:00:00;Tulipa Energia Participações S.A - 13589934000152; -; -;;;;66;Alto Paraguai;2026-06-30 09:43:52.357000000;32;MT;Mato Grosso;13;DRS-PCH
2026-07-01;044933;UHE.PH.MA.044933-4;Canto do Rio;-8,62;-45,79;14;22;48500.001793/2011-31;Canto do Rio;44,000;Parnaíba;3.318;27/11/2020;2028-11-27 00:00:00;Minas PCH S.A. - 07895905000116;ECE Empresa Comercializadora de Energia S.A. - 03206070000199; -;;;;34;Parnaiba;2026-06-30 09:43:52.357000000;22;MA;Maranhão;14;DRS-UHE
2026-07-01;045076;PCH.PH.RS.045076-6;Grotão;-29,01;-50,24;15;46;48500.004452/2009-01;Grotão;5,200;Camisas;2.302;11/09/2019;; -; -; -;;;;86;Taquari;2026-06-30 09:43:52.357000000;46;RS;Rio Grande do Sul;15;Eixo Disponível
2026-07-01;045077;PCH.PH.SC.045077-4;Ricardo Marins;-26,56;-50,76;13;48;48500.002725/2019-46;Ricardo Marins;9,600;Timbó;2.074;15/07/2025;2032-07-15 00:00:00;Msul Energias Renováveis Ltda - 05148449000115; -; -;;;;65;Parana, Iguacu;2026-06-30 09:43:52.357000000;48;SC;Santa Catarina;13;DRS-PCH
2026-07-01;045160;PCH.PH.PR.045160-6;Maratana;-24,90;-54,01;13;39;48500.003962/2024-91;Maratana;6,800;São Francisco Falso Braço Norte ou Corvo Branco;1.011;21/05/2026;2034-05-21 00:00:00;Acasel Acabamento e Segurança Ltda - 83191221000111;C-Nível Energias Renováveis Ltda - 16456838000124; -;;;;64;Parana, Paranapanema, Amambai e outros;2026-06-30 09:43:52.357000000;39;PR;Paraná;13;DRS-PCH
2026-07-01;045161;PCH.PH.PR.045161-4;Corvo Branco;-24,87;-54,12;13;39;48500.003960/2024-01;Corvo Branco;6,000;São Francisco Falso Braço Norte ou Corvo Branco;3.105;21/10/2025;2033-10-21 00:00:00;Acasel Acabamento e Segurança Ltda - 83191221000111;C-Nível Energias Renováveis Ltda - 16456838000124; -;;;;64;Parana, Paranapanema, Amambai e outros;2026-06-30 09:43:52.357000000;39;PR;Paraná;13;DRS-PCH
2026-07-01;045166;PCH.PH.SC.045166-5;Rio dos Patos;-27,09;-50,72;15;48;48500.005295/2009-42;Rio dos Patos;6,260;Rio dos Patos;2.460;10/09/2019;; -; -; -;;;;71;Canoas;2026-06-30 09:43:52.357000000;48;SC;Santa Catarina;15;Eixo Disponível
2026-07-01;045495;UHE.PH.MG.045495-8;Bom Retiro;-20,43;-42,99;14;26;48500.005880/2010-86;Bom Retiro;31,001;Piranga;858;27/03/2020;2028-03-27 00:00:00;CPFL Energias Renováveis S.A. - 08439659000150; -; -;;;;56;Doce;2026-06-30 09:43:52.357000000;26;MG;Minas Gerais;14;DRS-UHE
2026-07-01;046079;PCH.PH.MT.046079-6;Piolhinho;-13,90;-59,91;13;32;48500.000133/2020-23;Piolhinho;8,700;Piolhinho;3.646;17/11/2021;2029-11-17 00:00:00;Campo Roxo Administração e Participação S/S Ltda. - 05477009000101; -; -;;;;15;Madeira;2026-06-30 09:43:52.357000000;32;MT;Mato Grosso;13;DRS-PCH
2026-07-01;046100;PCH.PH.GO.046100-8;Pindaíba;-17,29;-50,78;15;18;48500.003294/2001-35;Pindaíba;8,100;Rio Pindaíba;742;13/04/2006;; -; -; -;;;;60;Paranaiba;2026-06-30 09:43:52.357000000;18;GO;Goiás;15;Eixo Disponível
2026-07-01;046101;PCH.PH.GO.046101-6;Verde 04 Baixo;-17,33;-50,68;15;18;48500.003294/2001-35;Verde 04 Baixo;10,500;Rio Verde;742;13/04/2006;; -; -; -;;;;60;Paranaiba;2026-06-30 09:43:52.357000000;18;GO;Goiás;15;Eixo Disponível
2026-07-01;046103;UHE.PH.GO.046103-2;Nova Roma;-13,60;-46,89;15;21;48500.003766/2013-64;Nova Roma;49,790;Paranã;1.349;18/05/2017;; -; -; -;;;;21;Tocantins, entre os rios Preto e Parana;2026-06-30 09:43:52.357000000;21;GO/TO;Goiás / Tocantins;15;Eixo Disponível
2026-07-01;046104;UHE.PH.GO.046104-0;Foz do Atalaia;-13,44;-47,09;15;18;48500.000670/2001-49;Foz do Atalaia;72,000;Paranã;963;11/12/2003;; -; -; -;;;;21;Tocantins, entre os rios Preto e Parana;2026-06-30 09:43:52.357000000;18;GO;Goiás;15;Eixo Disponível
2026-07-01;046105;UHE.PH.GO.046105-9;Foz do Laje II;-17,93;-48,12;15;18;48100.002071/1997-97;Foz do Laje II;36,000;Rio Veríssimo;446;13/10/2000;; -; -; -;;;;60;Paranaiba;2026-06-30 09:43:52.357000000;18;GO;Goiás;15;Eixo Disponível
2026-07-01;046106;PCH.PH.RS.046106-7;Nelson José Zanelatto;-29,21;-52,19;13;46;48500.001080/2020-68;Nelson José Zanelatto;5,690;Fão;3.441;03/11/2021;2029-11-03 00:00:00;Electra Power Geração de Energia S.A. - 07356196000109; -; -;;;;86;Taquari;2026-06-30 09:43:52.357000000;46;RS;Rio Grande do Sul;13;DRS-PCH
2026-07-01;046107;PCH.PH.RS.046107-5;Queimado;-29,19;-52,24;13;46;48500.000879/2020-37;Queimado;8,060;Fão;3.440;03/11/2021;2029-11-03 00:00:00;Electra Power Geração de Energia S.A. - 07356196000109; -; -;;;;86;Taquari;2026-06-30 09:43:52.357000000;46;RS;Rio Grande do Sul;13;DRS-PCH
2026-07-01;046108;PCH.PH.RS.046108-3;Bugrinha;-29,17;-52,28;13;46;48500.006395/2021-82;Bugrinha;8,502;Fão;1.927;23/06/2023;2031-06-23 00:00:00;ABFI Empreendimentos e Participações Ltda. - 05259647000156; -; -;;;;86;Taquari;2026-06-30 09:43:52.357000000;46;RS;Rio Grande do Sul;13;DRS-PCH
2026-07-01;046109;PCH.PH.RS.046109-1;José Dinarte Lepek;-29,15;-52,32;13;46;48500.006396/2021-27;José Dinarte Lepek;7,501;Fão;3.790;18/10/2023;2031-10-18 00:00:00;Eletrowind S.A - 04495703000199; -; -;;;;86;Taquari;2026-06-30 09:43:52.357000000;46;RS;Rio Grande do Sul;13;DRS-PCH
2026-07-01;046110;PCH.PH.RS.046110-5;Alto Constantino;-29,15;-52,37;13;46;48500.006398/2021-16;Alto Constantino;8,000;Fão;3.732;04/10/2023;2031-10-04 00:00:00;Bahia Terminais S.A - 13487684000140; -; -;;;;86;Taquari;2026-06-30 09:43:52.357000000;46;RS;Rio Grande do Sul;13;DRS-PCH
2026-07-01;046111;PCH.PH.RS.046111-3;Barra do Galvão;-29,14;-52,45;15;46;48500.007019/2008-38;Barra do Galvão;6,440;Fão;3.082;26/11/2019;; -; -; -;;;;86;Taquari;2026-06-30 09:43:52.357000000;46;RS;Rio Grande do Sul;15;Eixo Disponível
2026-07-01;046115;PCH.PH.GO.046115-6;Nova Aurora I;-18,16;-48,27;15;18;48100.002071/1997-97;Nova Aurora I;27,000;Veríssimo;446;13/10/2000;; -; -; -;;;;60;Paranaiba;2026-06-30 09:43:52.357000000;18;GO;Goiás;15;Eixo Disponível
2026-07-01;046116;PCH.PH.GO.046116-4;Paredão II;-17,88;-47,97;15;18;48100.002071/1997-97;Paredão II;12,000;Rio Veríssimo;446;13/10/2000;; -; -; -;;;;60;Paranaiba;2026-06-30 09:43:52.357000000;18;GO;Goiás;15;Eixo Disponível
2026-07-01;046117;PCH.PH.GO.046117-2;Nova Aurora II;,00;,00;15;18;48100.002071/1997-97;Nova Aurora II;21,000;Veríssimo;446;13/10/2000;; -; -; -;;;;60;Paranaiba;2026-06-30 09:43:52.357000000;18;GO;Goiás;15;Eixo Disponível
2026-07-01;046118;PCH.PH.GO.046118-0;Piracanjuba eixo 1;-14,31;-46,21;15;18;48500.000203/2000-92;Piracanjuba eixo 1;9,000;Buritis;36;01/02/2001;; -; -; -;;;;21;Tocantins, entre os rios Preto e Parana;2026-06-30 09:43:52.357000000;18;GO;Goiás;15;Eixo Disponível
2026-07-01;046158;UHE.PH.BA.046158-0;Veredas (Antiga - Sacos);-13,65;-44,49;14;10;48500.005658/2019-11;Veredas (Antiga - Sacos);37,004;Formoso;1.744;16/06/2021;2029-06-16 00:00:00;EBDE Energia S.A. - 16887535000166; -; -;;;;45;Corrente e outros - Sao Francisco;2026-06-30 09:43:52.357000000;10;BA;Bahia;14;DRS-UHE
2026-07-01;046411;PCH.PH.GO.046411-2;Santa Rita;,00;,00;15;20;48500.002782/2003-13;Santa Rita;14,000;Rio Araguaia;435;10/07/2001;; -; -; -;;;;24;Alto Araguaia e rio Claro;2026-06-30 09:43:52.357000000;20;GO/MT;Goiás / Mato Grosso;15;Eixo Disponível
2026-07-01;046433;UHE.PH.GO.046433-3;Torixoréu;-16,28;-52,62;15;20;48500.000219/2000-22;Torixoréu;408,000;Rio Araguaia;437;10/07/2001;; -; -; -;;;;24;Alto Araguaia e rio Claro;2026-06-30 09:43:52.357000000;20;GO/MT;Goiás / Mato Grosso;15;Eixo Disponível
