barragem;estaca_m;cota_m;cota_eixo_m
B1;-6000,0;239,98;57,0
B1;-5985,7;234,92;57,0
B1;-5971,4;234,92;57,0
B1;-5957,0;232,84;57,0
B1;-5942,7;232,84;57,0
B1;-5928,4;233,44;57,0
B1;-5914,1;233,44;57,0
B1;-5899,8;237,06;57,0
B1;-5885,5;237,06;57,0
B1;-5871,1;238,27;57,0
B1;-5856,8;238,27;57,0
B1;-5842,5;236,79;57,0
B1;-5828,2;236,79;57,0
B1;-5813,9;232,49;57,0
B1;-5799,5;232,49;57,0
B1;-5785,2;226,98;57,0
B1;-5770,9;226,98;57,0
B1;-5756,6;225,76;57,0
B1;-5742,3;225,76;57,0
B1;-5727,9;224,91;57,0
B1;-5713,6;224,91;57,0
B1;-5699,3;225,26;57,0
B1;-5685,0;225,26;57,0
B1;-5670,7;226,68;57,0
B1;-5656,4;226,68;57,0
B1;-5642,0;227,02;57,0
B1;-5627,7;227,02;57,0
B1;-5613,4;228,44;57,0
B1;-5599,1;228,44;57,0
B1;-5584,8;234,28;57,0
B1;-5570,4;234,28;57,0
B1;-5556,1;237,83;57,0
B1;-5541,8;237,83;57,0
B1;-5527,5;240,77;57,0
B1;-5513,2;240,77;57,0
B1;-5498,9;244,67;57,0
B1;-5484,5;244,67;57,0
B1;-5470,2;247,03;57,0
B1;-5455,9;247,03;57,0
B1;-5441,6;250,02;57,0
B1;-5427,3;250,02;57,0
B1;-5412,9;251,9;57,0
B1;-5398,6;251,9;57,0
B1;-5384,3;256,24;57,0
B1;-5370,0;256,24;57,0
B1;-5355,7;261,81;57,0
B1;-5341,3;261,81;57,0
B1;-5327,0;269,51;57,0
B1;-5312,7;269,51;57,0
B1;-5298,4;277,95;57,0
B1;-5284,1;277,95;57,0
B1;-5269,8;284,9;57,0
B1;-5255,4;284,9;57,0
B1;-5241,1;290,95;57,0
B1;-5226,8;290,95;57,0
B1;-5212,5;298,98;57,0
B1;-5198,2;298,98;57,0
B1;-5183,8;309,85;57,0
B1;-5169,5;309,85;57,0
B1;-5155,2;320,46;57,0
B1;-5140,9;320,46;57,0
B1;-5126,6;326,13;57,0
B1;-5112,3;326,13;57,0
B1;-5097,9;336,95;57,0
B1;-5083,6;336,95;57,0
B1;-5069,3;346,62;57,0
B1;-5055,0;346,62;57,0
B1;-5040,7;357,0;57,0
B1;-5026,3;357,0;57,0
B1;-5012,0;365,23;57,0
B1;-4997,7;365,23;57,0
B1;-4983,4;378,23;57,0
B1;-4969,1;378,23;57,0
B1;-4954,7;386,66;57,0
B1;-4940,4;386,66;57,0
B1;-4926,1;389,57;57,0
B1;-4911,8;389,57;57,0
B1;-4897,5;393,98;57,0
B1;-4883,2;393,98;57,0
B1;-4868,8;399,86;57,0
B1;-4854,5;399,86;57,0
B1;-4840,2;400,0;57,0
B1;-4825,9;400,0;57,0
B1;-4811,6;401,79;57,0
B1;-4797,2;401,79;57,0
B1;-4782,9;408,87;57,0
B1;-4768,6;408,87;57,0
B1;-4754,3;412,82;57,0
B1;-4740,0;412,82;57,0
B1;-4725,7;417,9;57,0
B1;-4711,3;417,9;57,0
B1;-4697,0;418,1;57,0
B1;-4682,7;418,1;57,0
B1;-4668,4;420,82;57,0
B1;-4654,1;420,82;57,0
B1;-4639,7;427,04;57,0
B1;-4625,4;427,04;57,0
B1;-4611,1;429,39;57,0
B1;-4596,8;429,39;57,0
B1;-4582,5;434,37;57,0
B1;-4568,1;434,37;57,0
B1;-4553,8;444,28;57,0
B1;-4539,5;444,28;57,0
B1;-4525,2;446,75;57,0
B1;-4510,9;446,75;57,0
B1;-4496,6;451,12;57,0
B1;-4482,2;451,12;57,0
B1;-4467,9;451,47;57,0
B1;-4453,6;451,47;57,0
B1;-4439,3;449,31;57,0
B1;-4425,0;449,31;57,0
B1;-4410,6;446,17;57,0
B1;-4396,3;446,17;57,0
B1;-4382,0;446,1;57,0
B1;-4367,7;446,1;57,0
B1;-4353,4;438,41;57,0
B1;-4339,1;438,41;57,0
B1;-4324,7;434,73;57,0
B1;-4310,4;434,73;57,0
B1;-4296,1;431,88;57,0
B1;-4281,8;431,88;57,0
B1;-4267,5;431,03;57,0
B1;-4253,1;431,03;57,0
B1;-4238,8;431,16;57,0
B1;-4224,5;431,16;57,0
B1;-4210,2;432,47;57,0
B1;-4195,9;432,47;57,0
B1;-4181,5;434,71;57,0
B1;-4167,2;434,71;57,0
B1;-4152,9;436,79;57,0
B1;-4138,6;436,79;57,0
B1;-4124,3;441,12;57,0
B1;-4110,0;441,12;57,0
B1;-4095,6;446,67;57,0
B1;-4081,3;446,67;57,0
B1;-4067,0;447,36;57,0
B1;-4052,7;447,36;57,0
B1;-4038,4;446,22;57,0
B1;-4024,0;446,22;57,0
B1;-4009,7;443,51;57,0
B1;-3995,4;443,51;57,0
B1;-3981,1;440,48;57,0
B1;-3966,8;440,48;57,0
B1;-3952,5;440,47;57,0
B1;-3938,1;440,47;57,0
B1;-3923,8;440,95;57,0
B1;-3909,5;440,95;57,0
B1;-3895,2;444,44;57,0
B1;-3880,9;444,44;57,0
B1;-3866,5;433,53;57,0
B1;-3852,2;433,53;57,0
B1;-3837,9;436,72;57,0
B1;-3823,6;436,72;57,0
B1;-3809,3;440,93;57,0
B1;-3794,9;440,93;57,0
B1;-3780,6;441,51;57,0
B1;-3766,3;441,51;57,0
B1;-3752,0;442,7;57,0
B1;-3737,7;442,7;57,0
B1;-3723,4;435,8;57,0
B1;-3709,0;435,8;57,0
B1;-3694,7;429,1;57,0
B1;-3680,4;429,1;57,0
B1;-3666,1;422,05;57,0
B1;-3651,8;422,05;57,0
B1;-3637,4;417,78;57,0
B1;-3623,1;417,78;57,0
B1;-3608,8;410,42;57,0
B1;-3594,5;410,42;57,0
B1;-3580,2;406,48;57,0
B1;-3565,9;406,48;57,0
B1;-3551,5;399,52;57,0
B1;-3537,2;399,52;57,0
B1;-3522,9;391,92;57,0
B1;-3508,6;391,92;57,0
B1;-3494,3;383,32;57,0
B1;-3479,9;383,32;57,0
B1;-3465,6;375,37;57,0
B1;-3451,3;375,37;57,0
B1;-3437,0;356,96;57,0
B1;-3422,7;356,96;57,0
B1;-3408,3;350,06;57,0
B1;-3394,0;350,06;57,0
B1;-3379,7;340,59;57,0
B1;-3365,4;340,59;57,0
B1;-3351,1;328,76;57,0
B1;-3336,8;328,76;57,0
B1;-3322,4;327,46;57,0
B1;-3308,1;327,46;57,0
B1;-3293,8;335,42;57,0
B1;-3279,5;335,42;57,0
B1;-3265,2;342,36;57,0
B1;-3250,8;342,36;57,0
B1;-3236,5;351,92;57,0
B1;-3222,2;351,92;57,0
B1;-3207,9;363,41;57,0
B1;-3193,6;363,41;57,0
B1;-3179,3;371,7;57,0
B1;-3164,9;371,7;57,0
B1;-3150,6;380,49;57,0
B1;-3136,3;380,49;57,0
B1;-3122,0;393,87;57,0
B1;-3107,7;393,87;57,0
B1;-3093,3;394,46;57,0
B1;-3079,0;394,46;57,0
B1;-3064,7;396,05;57,0
B1;-3050,4;396,05;57,0
B1;-3036,1;397,89;57,0
B1;-3021,7;397,89;57,0
B1;-3007,4;402,48;57,0
B1;-2993,1;402,48;57,0
B1;-2978,8;407,13;57,0
B1;-2964,5;407,13;57,0
B1;-2950,2;413,63;57,0
B1;-2935,8;413,63;57,0
B1;-2921,5;417,13;57,0
B1;-2907,2;417,13;57,0
B1;-2892,9;418,18;57,0
B1;-2878,6;418,18;57,0
B1;-2864,2;421,63;57,0
B1;-2849,9;421,63;57,0
B1;-2835,6;425,14;57,0
B1;-2821,3;425,14;57,0
B1;-2807,0;424,18;57,0
B1;-2792,7;424,18;57,0
B1;-2778,3;423,52;57,0
B1;-2764,0;423,52;57,0
B1;-2749,7;420,89;57,0
B1;-2735,4;420,89;57,0
B1;-2721,1;419,01;57,0
B1;-2706,7;419,01;57,0
B1;-2692,4;420,22;57,0
B1;-2678,1;420,22;57,0
B1;-2663,8;415,92;57,0
B1;-2649,5;415,92;57,0
B1;-2635,1;414,07;57,0
B1;-2620,8;414,07;57,0
B1;-2606,5;412,92;57,0
B1;-2592,2;412,92;57,0
B1;-2577,9;412,88;57,0
B1;-2563,6;412,88;57,0
B1;-2549,2;413,0;57,0
B1;-2534,9;413,0;57,0
B1;-2520,6;405,22;57,0
B1;-2506,3;405,22;57,0
B1;-2492,0;385,02;57,0
B1;-2477,6;385,02;57,0
B1;-2463,3;381,61;57,0
B1;-2449,0;381,61;57,0
B1;-2434,7;379,88;57,0
B1;-2420,4;379,88;57,0
B1;-2406,1;378,85;57,0
B1;-2391,7;378,85;57,0
B1;-2377,4;375,21;57,0
B1;-2363,1;375,21;57,0
B1;-2348,8;373,96;57,0
B1;-2334,5;373,96;57,0
B1;-2320,1;367,6;57,0
B1;-2305,8;367,6;57,0
B1;-2291,5;365,64;57,0
B1;-2277,2;365,64;57,0
B1;-2262,9;363,91;57,0
B1;-2248,5;363,91;57,0
B1;-2234,2;361,71;57,0
B1;-2219,9;361,71;57,0
B1;-2205,6;358,22;57,0
B1;-2191,3;358,22;57,0
B1;-2177,0;343,34;57,0
B1;-2162,6;343,34;57,0
B1;-2148,3;336,31;57,0
B1;-2134,0;336,31;57,0
B1;-2119,7;337,18;57,0
B1;-2105,4;337,18;57,0
B1;-2091,0;342,55;57,0
B1;-2076,7;342,55;57,0
B1;-2062,4;347,32;57,0
B1;-2048,1;347,32;57,0
B1;-2033,8;355,63;57,0
B1;-2019,5;355,63;57,0
B1;-2005,1;360,2;57,0
B1;-1990,8;360,2;57,0
B1;-1976,5;364,7;57,0
B1;-1962,2;364,7;57,0
B1;-1947,9;372,93;57,0
B1;-1933,5;372,93;57,0
B1;-1919,2;383,15;57,0
B1;-1904,9;383,15;57,0
B1;-1890,6;402,63;57,0
B1;-1876,3;402,63;57,0
B1;-1861,9;411,7;57,0
B1;-1847,6;411,7;57,0
B1;-1833,3;422,14;57,0
B1;-1819,0;422,14;57,0
B1;-1804,7;430,6;57,0
B1;-1790,4;430,6;57,0
B1;-1776,0;439,45;57,0
B1;-1761,7;439,45;57,0
B1;-1747,4;448,01;57,0
B1;-1733,1;448,01;57,0
B1;-1718,8;453,77;57,0
B1;-1704,4;453,77;57,0
B1;-1690,1;461,39;57,0
B1;-1675,8;461,39;57,0
B1;-1661,5;467,58;57,0
B1;-1647,2;467,58;57,0
B1;-1632,9;474,32;57,0
B1;-1618,5;474,32;57,0
B1;-1604,2;477,55;57,0
B1;-1589,9;477,55;57,0
B1;-1575,6;479,0;57,0
B1;-1561,3;479,0;57,0
B1;-1546,9;475,15;57,0
B1;-1532,6;475,15;57,0
B1;-1518,3;472,74;57,0
B1;-1504,0;472,74;57,0
B1;-1489,7;470,37;57,0
B1;-1475,3;470,37;57,0
B1;-1461,0;467,22;57,0
B1;-1446,7;467,22;57,0
B1;-1432,4;460,78;57,0
B1;-1418,1;460,78;57,0
B1;-1403,8;458,84;57,0
B1;-1389,4;458,84;57,0
B1;-1375,1;454,26;57,0
B1;-1360,8;454,26;57,0
B1;-1346,5;451,04;57,0
B1;-1332,2;451,04;57,0
B1;-1317,8;449,61;57,0
B1;-1303,5;449,61;57,0
B1;-1289,2;446,28;57,0
B1;-1274,9;446,28;57,0
B1;-1260,6;429,86;57,0
B1;-1246,3;429,86;57,0
B1;-1231,9;416,16;57,0
B1;-1217,6;416,16;57,0
B1;-1203,3;404,85;57,0
B1;-1189,0;404,85;57,0
B1;-1174,7;391,79;57,0
B1;-1160,3;391,79;57,0
B1;-1146,0;381,78;57,0
B1;-1131,7;381,78;57,0
B1;-1117,4;372,3;57,0
B1;-1103,1;372,3;57,0
B1;-1088,7;362,54;57,0
B1;-1074,4;362,54;57,0
B1;-1060,1;351,97;57,0
B1;-1045,8;351,97;57,0
B1;-1031,5;346,43;57,0
B1;-1017,2;346,43;57,0
B1;-1002,8;342,23;57,0
B1;-988,5;342,23;57,0
B1;-974,2;341,23;57,0
B1;-959,9;341,23;57,0
B1;-945,6;348,92;57,0
B1;-931,2;348,92;57,0
B1;-916,9;353,3;57,0
B1;-902,6;353,3;57,0
B1;-888,3;353,61;57,0
B1;-874,0;353,61;57,0
B1;-859,7;351,62;57,0
B1;-845,3;351,62;57,0
B1;-831,0;347,81;57,0
B1;-816,7;347,81;57,0
B1;-802,4;341,15;57,0
B1;-788,1;341,15;57,0
B1;-773,7;333,56;57,0
B1;-759,4;333,56;57,0
B1;-745,1;324,17;57,0
B1;-730,8;324,17;57,0
B1;-716,5;313,2;57,0
B1;-702,1;313,2;57,0
B1;-687,8;304,89;57,0
B1;-673,5;304,89;57,0
B1;-659,2;296,11;57,0
B1;-644,9;296,11;57,0
B1;-630,6;270,73;57,0
B1;-616,2;270,73;57,0
B1;-601,9;259,46;57,0
B1;-587,6;259,46;57,0
B1;-573,3;244,6;57,0
B1;-559,0;244,6;57,0
B1;-544,6;234,34;57,0
B1;-530,3;234,34;57,0
B1;-516,0;221,71;57,0
B1;-501,7;221,71;57,0
B1;-487,4;218,92;57,0
B1;-473,1;218,92;57,0
B1;-458,7;216,58;57,0
B1;-444,4;216,58;57,0
B1;-430,1;213,64;57,0
B1;-415,8;213,64;57,0
B1;-401,5;209,51;57,0
B1;-387,1;209,51;57,0
B1;-372,8;206,06;57,0
B1;-358,5;206,06;57,0
B1;-344,2;189,73;57,0
B1;-329,9;189,73;57,0
B1;-315,5;173,23;57,0
B1;-301,2;173,23;57,0
B1;-286,9;157,53;57,0
B1;-272,6;157,53;57,0
B1;-258,3;139,29;57,0
B1;-244,0;139,29;57,0
B1;-229,6;127,75;57,0
B1;-215,3;127,75;57,0
B1;-201,0;113,53;57,0
B1;-186,7;113,53;57,0
B1;-172,4;101,76;57,0
B1;-158,0;101,76;57,0
B1;-143,7;97,17;57,0
B1;-129,4;97,17;57,0
B1;-115,1;89,68;57,0
B1;-100,8;89,68;57,0
B1;-86,5;81,34;57,0
B1;-72,1;81,34;57,0
B1;-57,8;71,85;57,0
B1;-43,5;71,85;57,0
B1;-29,2;64,65;57,0
B1;-14,9;64,65;57,0
B1;-0,5;57,0;57,0
B1;13,8;57,0;57,0
B1;28,1;57,0;57,0
B1;42,4;57,0;57,0
B1;56,7;57,0;57,0
B1;71,1;57,0;57,0
B1;85,4;57,0;57,0
B1;99,7;57,0;57,0
B1;114,0;57,0;57,0
B1;128,3;57,0;57,0
B1;142,6;57,0;57,0
B1;157,0;57,0;57,0
B1;171,3;57,0;57,0
B1;185,6;57,0;57,0
B1;199,9;57,13;57,0
B1;214,2;57,13;57,0
B1;228,6;61,58;57,0
B1;242,9;61,58;57,0
B1;257,2;67,72;57,0
B1;271,5;67,72;57,0
B1;285,8;78,36;57,0
B1;300,1;78,36;57,0
B1;314,5;87,04;57,0
B1;328,8;87,04;57,0
B1;343,1;89,99;57,0
B1;357,4;89,99;57,0
B1;371,7;99,25;57,0
B1;386,1;99,25;57,0
B1;400,4;103,68;57,0
B1;414,7;103,68;57,0
B1;429,0;115,01;57,0
B1;443,3;115,01;57,0
B1;457,7;127,52;57,0
B1;472,0;127,52;57,0
B1;486,3;134,19;57,0
B1;500,6;134,19;57,0
B1;514,9;149,84;57,0
B1;529,2;149,84;57,0
B1;543,6;163,22;57,0
B1;557,9;163,22;57,0
B1;572,2;171,66;57,0
B1;586,5;171,66;57,0
B1;600,8;186,14;57,0
B1;615,2;186,14;57,0
B1;629,5;186,14;57,0
B1;643,8;186,14;57,0
B1;658,1;189,09;57,0
B1;672,4;189,09;57,0
B1;686,7;192,75;57,0
B1;701,1;192,75;57,0
B1;715,4;190,2;57,0
B1;729,7;190,2;57,0
B1;744,0;196,12;57,0
B1;758,3;196,12;57,0
B1;772,7;201,94;57,0
B1;787,0;201,94;57,0
B1;801,3;204,41;57,0
B1;815,6;204,41;57,0
B1;829,9;207,34;57,0
B1;844,3;207,34;57,0
B1;858,6;208,26;57,0
B1;872,9;208,26;57,0
B1;887,2;209,29;57,0
B1;901,5;209,29;57,0
B1;915,8;214,55;57,0
B1;930,2;214,55;57,0
B1;944,5;213,74;57,0
B1;958,8;213,74;57,0
B1;973,1;213,61;57,0
B1;987,4;213,61;57,0
B1;1001,8;212,83;57,0
B1;1016,1;212,83;57,0
B1;1030,4;213,57;57,0
B1;1044,7;213,57;57,0
B1;1059,0;215,55;57,0
B1;1073,3;215,55;57,0
B1;1087,7;216,38;57,0
B1;1102,0;216,38;57,0
B1;1116,3;218,63;57,0
B1;1130,6;218,63;57,0
B1;1144,9;220,62;57,0
B1;1159,3;220,62;57,0
B1;1173,6;222,32;57,0
B1;1187,9;222,32;57,0
B1;1202,2;229,36;57,0
B1;1216,5;229,36;57,0
B1;1230,9;233,49;57,0
B1;1245,2;233,49;57,0
B1;1259,5;236,35;57,0
B1;1273,8;236,35;57,0
B1;1288,1;236,51;57,0
B1;1302,4;236,51;57,0
B1;1316,8;236,72;57,0
B1;1331,1;236,72;57,0
B1;1345,4;237,13;57,0
B1;1359,7;237,13;57,0
B1;1374,0;237,2;57,0
B1;1388,4;237,2;57,0
B1;1402,7;237,81;57,0
B1;1417,0;237,81;57,0
B1;1431,3;237,47;57,0
B1;1445,6;237,47;57,0
B1;1459,9;236,92;57,0
B1;1474,3;236,92;57,0
B1;1488,6;235,25;57,0
B1;1502,9;235,25;57,0
B1;1517,2;241,34;57,0
B1;1531,5;241,34;57,0
B1;1545,9;245,77;57,0
B1;1560,2;245,77;57,0
B1;1574,5;247,6;57,0
B1;1588,8;247,6;57,0
B1;1603,1;253,92;57,0
B1;1617,5;253,92;57,0
B1;1631,8;260,92;57,0
B1;1646,1;260,92;57,0
B1;1660,4;270,56;57,0
B1;1674,7;270,56;57,0
B1;1689,0;276,29;57,0
B1;1703,4;276,29;57,0
B1;1717,7;295,46;57,0
B1;1732,0;295,46;57,0
B1;1746,3;302,84;57,0
B1;1760,6;302,84;57,0
B1;1775,0;307,02;57,0
B1;1789,3;307,02;57,0
B1;1803,6;307,64;57,0
B1;1817,9;307,64;57,0
B1;1832,2;317,51;57,0
B1;1846,5;317,51;57,0
B1;1860,9;318,08;57,0
B1;1875,2;318,08;57,0
B1;1889,5;317,52;57,0
B1;1903,8;317,52;57,0
B1;1918,1;317,41;57,0
B1;1932,5;317,41;57,0
B1;1946,8;316,52;57,0
B1;1961,1;316,52;57,0
B1;1975,4;311,53;57,0
B1;1989,7;311,53;57,0
B1;2004,1;305,4;57,0
B1;2018,4;305,4;57,0
B1;2032,7;304,53;57,0
B1;2047,0;304,53;57,0
B1;2061,3;301,58;57,0
B1;2075,6;301,58;57,0
B1;2090,0;295,77;57,0
B1;2104,3;295,77;57,0
B1;2118,6;294,06;57,0
B1;2132,9;294,06;57,0
B1;2147,2;291,77;57,0
B1;2161,6;291,77;57,0
B1;2175,9;289,08;57,0
B1;2190,2;289,08;57,0
B1;2204,5;289,01;57,0
B1;2218,8;289,01;57,0
B1;2233,1;290,71;57,0
B1;2247,5;290,71;57,0
B1;2261,8;293,48;57,0
B1;2276,1;293,48;57,0
B1;2290,4;296,68;57,0
B1;2304,7;296,68;57,0
B1;2319,1;306,54;57,0
B1;2333,4;306,54;57,0
B1;2347,7;314,56;57,0
B1;2362,0;314,56;57,0
B1;2376,3;320,06;57,0
B1;2390,7;320,06;57,0
B1;2405,0;324,71;57,0
B1;2419,3;324,71;57,0
B1;2433,6;326,07;57,0
B1;2447,9;326,07;57,0
B1;2462,2;323,52;57,0
B1;2476,6;323,52;57,0
B1;2490,9;323,54;57,0
B1;2505,2;323,54;57,0
B1;2519,5;324,45;57,0
B1;2533,8;324,45;57,0
B1;2548,2;327,96;57,0
B1;2562,5;327,96;57,0
B1;2576,8;331,34;57,0
B1;2591,1;331,34;57,0
B1;2605,4;331,01;57,0
B1;2619,8;331,01;57,0
B1;2634,1;329,63;57,0
B1;2648,4;329,63;57,0
B1;2662,7;329,63;57,0
B1;2677,0;329,63;57,0
B1;2691,3;331,46;57,0
B1;2705,7;331,46;57,0
B1;2720,0;332,73;57,0
B1;2734,3;332,73;57,0
B1;2748,6;336,93;57,0
B1;2762,9;336,93;57,0
B1;2777,3;337,07;57,0
B1;2791,6;337,07;57,0
B1;2805,9;337,22;57,0
B1;2820,2;337,22;57,0
B1;2834,5;337,53;57,0
B1;2848,8;337,53;57,0
B1;2863,2;339,43;57,0
B1;2877,5;339,43;57,0
B1;2891,8;339,54;57,0
B1;2906,1;339,54;57,0
B1;2920,4;342,43;57,0
B1;2934,8;342,43;57,0
B1;2949,1;343,98;57,0
B1;2963,4;343,98;57,0
B1;2977,7;346,04;57,0
B1;2992,0;346,04;57,0
B1;3006,4;352,24;57,0
B1;3020,7;352,24;57,0
B1;3035,0;358,66;57,0
B1;3049,3;358,66;57,0
B1;3063,6;370,11;57,0
B1;3077,9;370,11;57,0
B1;3092,3;375,3;57,0
B1;3106,6;375,3;57,0
B1;3120,9;378,27;57,0
B1;3135,2;378,27;57,0
B1;3149,5;385,74;57,0
B1;3163,9;385,74;57,0
B1;3178,2;392,98;57,0
B1;3192,5;392,98;57,0
B1;3206,8;392,83;57,0
B1;3221,1;392,83;57,0
B1;3235,4;392,44;57,0
B1;3249,8;392,44;57,0
B1;3264,1;392,23;57,0
B1;3278,4;392,23;57,0
B1;3292,7;396,34;57,0
B1;3307,0;396,34;57,0
B1;3321,4;399,69;57,0
B1;3335,7;399,69;57,0
B1;3350,0;400,43;57,0
B1;3364,3;400,43;57,0
B1;3378,6;404,08;57,0
B1;3393,0;404,08;57,0
B1;3407,3;403,82;57,0
B1;3421,6;403,82;57,0
B1;3435,9;406,86;57,0
B1;3450,2;406,86;57,0
B1;3464,5;406,83;57,0
B1;3478,9;406,83;57,0
B1;3493,2;407,02;57,0
B1;3507,5;407,02;57,0
B1;3521,8;407,01;57,0
B1;3536,1;407,01;57,0
B1;3550,5;405,99;57,0
B1;3564,8;405,99;57,0
B1;3579,1;410,67;57,0
B1;3593,4;410,67;57,0
B1;3607,7;416,58;57,0
B1;3622,0;416,58;57,0
B1;3636,4;418,55;57,0
B1;3650,7;418,55;57,0
B1;3665,0;418,79;57,0
B1;3679,3;418,79;57,0
B1;3693,6;422,72;57,0
B1;3708,0;422,72;57,0
B1;3722,3;427,66;57,0
B1;3736,6;427,66;57,0
B1;3750,9;433,07;57,0
B1;3765,2;433,07;57,0
B1;3779,6;434,67;57,0
B1;3793,9;434,67;57,0
B1;3808,2;435,17;57,0
B1;3822,5;435,17;57,0
B1;3836,8;436,02;57,0
B1;3851,1;436,02;57,0
B1;3865,5;436,91;57,0
B1;3879,8;436,91;57,0
B1;3894,1;438,99;57,0
B1;3908,4;438,99;57,0
B1;3922,7;440,32;57,0
B1;3937,1;440,32;57,0
B1;3951,4;440,61;57,0
B1;3965,7;440,61;57,0
B1;3980,0;441,12;57,0
B1;3994,3;441,12;57,0
B1;4008,6;439,52;57,0
B1;4023,0;439,52;57,0
B1;4037,3;442,27;57,0
B1;4051,6;442,27;57,0
B1;4065,9;444,39;57,0
B1;4080,2;444,39;57,0
B1;4094,6;443,68;57,0
B1;4108,9;443,68;57,0
B1;4123,2;439,56;57,0
B1;4137,5;439,56;57,0
B1;4151,8;433,69;57,0
B1;4166,2;433,69;57,0
B1;4180,5;427,11;57,0
B1;4194,8;427,11;57,0
B1;4209,1;421,08;57,0
B1;4223,4;421,08;57,0
B1;4237,7;414,84;57,0
B1;4252,1;414,84;57,0
B1;4266,4;404,98;57,0
B1;4280,7;404,98;57,0
B1;4295,0;400,24;57,0
B1;4309,3;400,24;57,0
B1;4323,7;396,79;57,0
B1;4338,0;396,79;57,0
B1;4352,3;396,54;57,0
B1;4366,6;396,54;57,0
B1;4380,9;395,28;57,0
B1;4395,2;395,28;57,0
B1;4409,6;393,38;57,0
B1;4423,9;393,38;57,0
B1;4438,2;388,94;57,0
B1;4452,5;388,94;57,0
B1;4466,8;384,55;57,0
B1;4481,2;384,55;57,0
B1;4495,5;378,9;57,0
B1;4509,8;378,9;57,0
B1;4524,1;376,92;57,0
B1;4538,4;376,92;57,0
B1;4552,8;377,49;57,0
B1;4567,1;377,49;57,0
B1;4581,4;381,63;57,0
B1;4595,7;381,63;57,0
B1;4610,0;391,35;57,0
B1;4624,3;391,35;57,0
B1;4638,7;391,35;57,0
B1;4653,0;391,35;57,0
B1;4667,3;387,81;57,0
B1;4681,6;387,81;57,0
B1;4695,9;382,22;57,0
B1;4710,3;382,22;57,0
B1;4724,6;382,88;57,0
B1;4738,9;382,88;57,0
B1;4753,2;383,74;57,0
B1;4767,5;383,74;57,0
B1;4781,8;383,56;57,0
B1;4796,2;383,56;57,0
B1;4810,5;382,32;57,0
B1;4824,8;382,32;57,0
B1;4839,1;377,02;57,0
B1;4853,4;377,02;57,0
B1;4867,8;373,48;57,0
B1;4882,1;373,48;57,0
B1;4896,4;365,29;57,0
B1;4910,7;365,29;57,0
B1;4925,0;348,01;57,0
B1;4939,4;348,01;57,0
B1;4953,7;333,34;57,0
B1;4968,0;333,34;57,0
B1;4982,3;322,58;57,0
B1;4996,6;322,58;57,0
B1;5010,9;306,11;57,0
B1;5025,3;306,11;57,0
B1;5039,6;294,04;57,0
B1;5053,9;294,04;57,0
B1;5068,2;274,26;57,0
B1;5082,5;274,26;57,0
B1;5096,9;259,01;57,0
B1;5111,2;259,01;57,0
B1;5125,5;242,62;57,0
B1;5139,8;242,62;57,0
B1;5154,1;233,9;57,0
B1;5168,4;233,9;57,0
B1;5182,8;220,57;57,0
B1;5197,1;220,57;57,0
B1;5211,4;206,69;57,0
B1;5225,7;206,69;57,0
B1;5240,0;183,8;57,0
B1;5254,4;183,8;57,0
B1;5268,7;183,85;57,0
B1;5283,0;183,85;57,0
B1;5297,3;193,11;57,0
B1;5311,6;193,11;57,0
B1;5326,0;215,05;57,0
B1;5340,3;215,05;57,0
B1;5354,6;227,73;57,0
B1;5368,9;227,73;57,0
B1;5383,2;238,16;57,0
B1;5397,5;238,16;57,0
B1;5411,9;245,63;57,0
B1;5426,2;245,63;57,0
B1;5440,5;267,9;57,0
B1;5454,8;267,9;57,0
B1;5469,1;284,86;57,0
B1;5483,5;284,86;57,0
B1;5497,8;305,31;57,0
B1;5512,1;305,31;57,0
B1;5526,4;327,2;57,0
B1;5540,7;327,2;57,0
B1;5555,0;358,03;57,0
B1;5569,4;358,03;57,0
B1;5583,7;373,27;57,0
B1;5598,0;373,27;57,0
B1;5612,3;383,63;57,0
B1;5626,6;383,63;57,0
B1;5641,0;387,46;57,0
B1;5655,3;387,46;57,0
B1;5669,6;389,61;57,0
B1;5683,9;389,61;57,0
B1;5698,2;389,88;57,0
B1;5712,6;389,88;57,0
B1;5726,9;388,39;57,0
B1;5741,2;388,39;57,0
B1;5755,5;386,37;57,0
B1;5769,8;386,37;57,0
B1;5784,1;383,2;57,0
B1;5798,5;383,2;57,0
B1;5812,8;383,2;57,0
B1;5827,1;383,2;57,0
B1;5841,4;383,96;57,0
B1;5855,7;383,96;57,0
B1;5870,1;387,66;57,0
B1;5884,4;387,66;57,0
B1;5898,7;391,49;57,0
B1;5913,0;391,49;57,0
B1;5927,3;393,6;57,0
B1;5941,6;393,6;57,0
B1;5956,0;395,58;57,0
B1;5970,3;395,58;57,0
B1;5984,6;398,57;57,0
B1;5998,9;398,57;57,0
B1;6013,2;401,66;57,0
B2;-6000,0;352,84;68,5
B2;-5985,7;352,84;68,5
B2;-5971,4;353,29;68,5
B2;-5957,0;353,29;68,5
B2;-5942,7;353,29;68,5
B2;-5928,4;349,84;68,5
B2;-5914,1;349,84;68,5
B2;-5899,8;349,84;68,5
B2;-5885,5;345,22;68,5
B2;-5871,1;345,22;68,5
B2;-5856,8;345,22;68,5
B2;-5842,5;333,44;68,5
B2;-5828,2;333,44;68,5
B2;-5813,9;333,44;68,5
B2;-5799,5;315,08;68,5
